age,hours_per_day,while_working,instrumentalist,exploratory,tempo,frequency_classical,frequency_country,frequency_edm,frequency_folk,frequency_gospel,frequency_hiphop,frequency_jazz,frequency_kpop,frequency_latin,frequency_lofi,frequency_metal,frequency_pop,frequency_rnb,frequency_rock,anxiety,depression,insomnia,music_effects,streaming_service_Other,streaming_service_Spotify,streaming_service_YouTube Music,fav_genre_Country,fav_genre_EDM,fav_genre_Folk,fav_genre_Gospel,fav_genre_Hip-Hop,fav_genre_Jazz,fav_genre_K-Pop,fav_genre_Latin,fav_genre_Lofi,fav_genre_Metal,fav_genre_Pop,fav_genre_R&B,fav_genre_Rock
-0.5,-0.3333333333333333,1,0,1,40.0,0,0,0,3,0,1,0,0,0,0,2,3,0,2,7,7,4,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,-0.6666666666666666,1,0,1,147.0,1,2,2,2,0,2,1,1,1,1,1,3,0,3,7,9,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.5,4.333333333333333,1,0,1,120.0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,5,1,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.2,-0.6666666666666666,1,0,1,134.0,2,0,0,2,1,2,1,0,0,1,0,3,1,2,3,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1,-0.3333333333333333,1,1,1,40.0,3,2,1,3,2,2,2,1,2,1,3,3,2,3,8,7,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.1,-0.3333333333333333,1,1,1,112.0,3,0,1,0,0,1,1,3,0,1,0,3,0,0,8,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.6,0.0,1,0,1,200.0,1,1,2,0,0,2,0,2,1,2,3,2,1,3,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3,0.0,1,1,0,75.0,3,0,0,0,1,1,0,0,2,1,2,1,0,0,9,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.3,-0.3333333333333333,1,0,1,40.0,1,0,1,0,1,3,1,3,2,0,0,2,3,0,10,7,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.4,1.3333333333333333,1,0,0,140.0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,8,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.2,1.0,1,0,1,111.0,2,0,0,0,0,0,0,0,0,0,3,1,0,3,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.5,0.0,1,0,1,150.0,2,0,2,0,0,1,1,1,0,1,2,2,2,3,5,7,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4.3,0.6666666666666666,1,0,1,40.0,2,1,0,1,2,2,3,2,0,1,2,1,2,3,7,6,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.2,0.3333333333333333,1,1,1,114.0,2,1,1,2,0,2,2,1,1,3,3,2,1,2,8,8,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1,0.0,1,1,0,93.0,3,2,2,2,0,0,3,1,1,0,3,1,0,3,2,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.6,-0.3333333333333333,1,1,1,145.0,1,2,0,0,0,0,0,1,3,0,0,3,2,0,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.6,0.0,1,0,1,100.0,3,3,0,1,0,1,0,0,0,0,3,2,0,3,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.1,-0.3333333333333333,1,0,1,114.0,1,1,0,2,0,0,1,0,0,0,1,2,1,3,6,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2,-0.3333333333333333,1,0,1,109.0,1,3,0,1,3,3,2,1,0,1,0,3,3,3,6,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.2,0.0,0,1,1,40.0,3,1,0,1,1,2,1,0,0,0,1,2,0,3,7,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.9,-0.3333333333333333,1,1,0,40.0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.5,0.0,1,1,0,72.0,3,1,0,0,1,0,0,0,0,0,0,3,0,0,9,7,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.4,-1.0,0,0,0,89.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.7,-0.6666666666666666,1,1,1,140.0,1,1,3,1,1,2,2,2,1,2,1,3,2,2,6,6,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1,-0.3333333333333333,1,0,1,84.0,1,1,3,1,1,1,1,1,0,2,3,2,1,2,4,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.1,-0.3333333333333333,1,1,0,132.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.3,1.0,1,0,0,40.0,3,2,0,0,0,2,1,1,1,0,1,2,2,1,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.3,0.6666666666666666,1,0,1,124.0,0,1,1,0,0,1,1,3,1,1,0,3,1,2,7,4,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.7,-0.3333333333333333,1,1,1,181.0,3,0,0,0,0,1,0,0,0,1,2,2,0,3,7,5,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.8,0.3333333333333333,1,1,1,126.0,3,0,2,1,0,0,1,1,0,0,1,3,0,2,8,5,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.2,1.6666666666666667,1,0,1,109.0,0,3,0,1,0,0,0,0,0,0,1,1,0,2,7,5,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.7,0.3333333333333333,1,1,1,106.0,3,0,1,0,0,2,2,1,1,1,2,2,2,2,6,8,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.7,-0.5,0,1,1,140.0,3,0,0,0,1,0,2,0,0,0,0,0,0,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.3,-0.3333333333333333,1,1,1,170.0,3,0,2,0,0,3,2,1,3,2,1,2,2,1,3,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.6,0.6666666666666666,1,0,1,87.0,1,2,0,3,1,2,0,0,0,2,0,0,0,1,6,7,7,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.3,1.0,1,1,0,40.0,3,0,2,0,0,0,0,3,0,0,0,0,0,1,6,7,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.4,-0.3333333333333333,1,0,0,117.0,1,0,0,0,0,1,1,0,0,2,1,3,3,0,9,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.3,-0.3333333333333333,0,0,1,105.0,2,2,2,2,1,2,1,1,0,0,2,2,2,3,7,7,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2,-0.6666666666666666,0,1,1,40.0,2,0,0,0,0,0,1,0,0,1,2,0,0,3,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,-0.6666666666666666,0,0,0,160.0,1,1,0,0,0,2,1,0,0,1,1,2,2,1,4,3,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.6,-0.3333333333333333,0,0,1,40.0,1,2,0,0,1,2,2,0,0,0,0,2,2,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2,-0.3333333333333333,1,1,1,141.0,1,1,0,3,0,1,0,0,0,3,3,3,0,3,0,5,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.3,-0.6666666666666666,1,1,0,105.0,2,1,0,0,1,0,1,0,2,1,0,3,0,0,8,7,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5,3.6666666666666665,1,0,1,158.0,2,2,1,3,0,3,3,1,1,3,1,2,3,3,5,10,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.8,0.0,1,0,0,80.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.6,0.0,1,1,1,118.0,3,0,0,0,0,0,0,1,0,2,0,2,0,0,9,6,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6,-0.3333333333333333,1,1,1,125.0,0,0,0,0,0,1,2,0,1,1,2,2,2,3,2,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.9,-0.8333333333333334,1,1,1,109.0,3,0,0,0,0,0,1,0,0,1,0,2,0,0,7,8,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,1.0,1,0,0,156.0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,10,10,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.4,-0.6666666666666666,1,1,0,105.0,0,3,0,1,1,0,1,0,0,0,1,1,1,2,8,5,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.4,-0.3333333333333333,1,1,1,40.0,3,0,1,0,0,0,0,1,0,1,1,2,1,2,7,8,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.8,0.3333333333333333,1,1,1,72.0,3,2,0,2,2,1,3,1,1,1,0,2,2,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.4,0.0,1,1,1,148.0,3,0,1,0,2,3,3,3,2,0,1,3,3,2,9,10,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1,3.0,1,1,1,200.0,0,0,2,1,0,2,3,1,0,2,0,1,2,0,9,4,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.1,0.0,0,1,1,113.0,3,0,0,0,0,0,2,0,0,0,0,1,0,1,8,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7,-0.6666666666666666,0,0,1,191.0,1,0,0,2,0,0,1,0,0,0,3,0,0,2,1,1,5,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.3,2.3333333333333335,1,0,1,140.0,0,0,3,2,0,2,0,0,0,2,0,3,3,0,10,9,9,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.7,0.6666666666666666,1,1,1,40.0,3,1,1,1,1,1,1,2,1,2,0,2,2,1,3,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.7,-0.8333333333333334,1,1,1,173.0,3,0,0,1,0,0,1,2,1,0,0,3,0,0,4,0,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.2,0.6666666666666666,1,1,1,180.0,1,1,1,1,0,1,1,0,1,2,3,2,1,3,2,3,5,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.1,0.0,1,1,1,100.0,3,2,1,2,1,1,3,1,1,0,1,2,2,1,2,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.3,-0.3333333333333333,0,0,1,123.0,0,3,0,1,1,1,1,0,0,0,2,3,0,2,8,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9,3.3333333333333335,1,0,1,145.0,2,0,1,2,0,2,2,3,3,1,1,3,3,3,10,10,10,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,0.3333333333333333,1,1,1,55.0,3,1,0,1,1,0,2,0,0,1,1,0,0,2,8,8,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.1,1.0,1,1,0,77.0,0,2,0,0,0,0,3,0,2,0,0,1,3,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.2,0.0,1,0,1,40.0,2,3,1,2,3,2,2,1,3,0,1,2,3,2,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.5,0.3333333333333333,1,0,1,150.0,1,1,2,2,1,3,1,2,1,2,1,3,1,1,7,5,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.2,0.0,0,1,1,73.0,1,0,2,0,0,2,1,0,0,1,0,2,1,2,3,3,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.5,-0.3333333333333333,1,1,0,155.0,3,1,0,1,0,1,1,0,0,1,0,3,0,1,7,5,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.9,-0.3333333333333333,1,1,1,40.0,3,1,0,0,1,2,1,1,0,0,0,2,0,2,8,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.8,-0.6666666666666666,1,0,1,89.0,0,1,1,2,0,3,1,1,1,2,2,3,2,3,6,4,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.6,1.0,1,1,1,110.0,2,0,1,2,0,1,2,3,2,2,1,3,2,3,8,8,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.7,2.0,1,0,1,140.0,3,1,1,1,1,2,1,3,1,2,1,3,3,1,10,8,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,-0.6666666666666666,0,0,0,135.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.7,-0.6666666666666666,1,0,0,125.0,1,0,0,0,0,1,2,1,1,0,1,2,1,1,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2,-0.8333333333333334,0,0,1,110.0,2,2,1,1,1,3,1,3,1,2,1,2,2,1,7,7,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.5,-0.6666666666666666,0,0,1,140.0,0,0,3,0,0,2,1,0,0,2,2,1,1,2,7,4,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,-0.5,1,1,0,105.0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,3,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.8,1.0,1,0,1,112.0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.5,0.3333333333333333,1,0,1,96.0,1,2,2,2,0,2,1,2,0,3,3,3,0,3,3,0,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.3,1.0,1,0,1,40.0,2,1,1,3,0,2,0,2,0,3,3,2,1,3,5,1,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.3333333333333333,1,0,1,155.0,0,0,3,0,0,0,0,0,0,1,2,0,0,3,10,6,8,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.4,-0.5,1,0,1,174.0,3,1,0,1,0,0,2,0,0,2,0,3,1,0,7,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3,-0.3333333333333333,1,0,1,93.0,1,2,0,3,0,2,2,0,1,2,0,1,1,3,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.7,-0.3333333333333333,1,0,1,78.0,1,0,0,2,0,2,0,1,3,1,1,3,2,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.4,0.3333333333333333,1,0,1,40.0,2,1,1,3,1,2,2,1,1,2,2,2,1,3,6,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1,0.0,1,0,1,174.0,1,3,2,1,1,1,1,1,1,3,1,1,1,1,7,6,7,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.1,0.3333333333333333,1,0,1,120.0,1,0,2,0,0,1,0,3,1,1,2,3,1,3,5,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2,-0.3333333333333333,1,0,0,75.0,2,1,1,2,0,3,2,0,0,0,0,3,3,2,7,6,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,-0.3333333333333333,1,0,1,94.0,0,0,0,1,0,0,0,1,0,0,2,2,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3,1.0,1,0,0,180.0,2,0,2,3,0,0,0,1,0,1,2,1,0,3,9,5,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.3,-1.0,0,1,0,115.0,1,1,0,2,0,0,0,0,0,0,1,0,0,3,3,7,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.8,-0.6666666666666666,0,0,1,128.0,2,0,0,0,0,3,1,0,0,3,0,3,3,2,4,5,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.2,0.3333333333333333,1,1,1,112.0,1,2,1,1,1,1,1,0,0,3,1,2,1,3,1,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1,-0.3333333333333333,0,1,0,140.0,0,0,1,0,0,0,0,0,0,0,3,1,1,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7,0.0,1,0,1,143.0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,1,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2,0.3333333333333333,0,0,1,72.0,1,1,0,1,0,3,1,0,0,2,1,3,2,2,8,10,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1.3,-0.3333333333333333,0,0,0,100.0,1,1,1,0,0,2,1,1,0,1,1,0,0,1,8,10,10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.9,0.0,1,0,1,120.0,0,0,0,0,0,0,2,0,2,0,3,1,1,2,3,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6,-0.6666666666666666,0,0,1,40.0,2,0,1,0,0,3,1,0,0,1,0,2,3,0,3,4,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.3,2.3333333333333335,1,0,1,40.0,2,2,0,1,0,0,1,0,0,0,1,1,2,2,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.5,2.3333333333333335,0,0,1,105.0,1,3,0,3,1,1,2,0,0,0,3,2,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2,2.3333333333333335,1,0,0,119.0,1,0,2,2,0,1,0,2,0,2,1,2,0,2,8,8,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4,0.3333333333333333,0,0,1,40.0,0,3,0,1,0,0,0,0,0,0,2,2,0,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0.3333333333333333,1,0,1,137.0,1,2,3,3,0,2,2,0,1,2,3,3,2,3,8,7,6,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,0.0,0,0,1,178.0,3,1,0,1,0,0,0,2,0,0,3,1,0,2,6,5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.2,-0.3333333333333333,1,0,1,133.0,3,2,1,3,0,1,2,0,1,0,0,0,1,3,5,4,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7,-0.6666666666666666,0,1,1,72.0,1,1,0,1,0,1,0,0,0,2,1,2,0,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1,1.0,1,1,1,40.0,1,3,2,3,1,2,2,0,1,2,2,2,1,3,4,8,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.7,-0.6666666666666666,1,0,1,133.0,1,2,1,2,2,2,2,0,1,1,2,1,2,2,5,6,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3.7,-0.6666666666666666,1,1,1,80.0,2,1,0,1,2,1,2,1,1,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4.6,0.3333333333333333,1,0,0,146.0,0,2,0,0,0,0,2,0,0,0,1,0,1,3,7,6,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.9,-0.3333333333333333,1,0,0,88.0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,8,5,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.9,-0.3333333333333333,1,0,0,132.0,2,2,0,2,1,0,1,0,1,0,1,2,2,3,4,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.6,-0.3333333333333333,1,1,1,102.0,1,1,2,0,2,1,2,2,0,0,0,3,2,2,9,8,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.3,1.0,1,0,1,91.0,3,1,3,1,2,3,2,0,2,3,2,3,3,2,5,5,7,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.7,0.0,1,0,1,127.0,2,0,2,1,2,3,3,0,2,3,0,1,3,2,4,6,8,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.7,-0.6666666666666666,1,0,1,82.0,2,1,1,1,1,2,2,1,2,3,1,2,2,2,4,8,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1,0.3333333333333333,1,1,1,141.0,1,1,0,2,0,1,2,0,0,3,1,2,1,3,9,10,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.8,-0.8333333333333334,0,0,0,114.0,3,2,1,2,3,2,2,1,1,0,1,2,2,1,3,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.1,1.6666666666666667,1,0,1,148.0,0,1,1,2,0,0,1,0,0,1,2,1,2,3,6,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3.4,4.0,1,0,0,156.0,1,0,0,3,0,0,2,0,1,0,0,1,0,3,2,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2.7,-0.5,1,1,0,185.0,1,0,1,0,0,0,1,0,0,0,2,0,1,1,10,8,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.7,-0.3333333333333333,1,1,1,114.0,2,0,1,0,0,2,2,3,0,2,0,1,1,0,4,4,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
