age,hours_per_day,while_working,instrumentalist,exploratory,tempo,frequency_classical,frequency_country,frequency_edm,frequency_folk,frequency_gospel,frequency_hiphop,frequency_jazz,frequency_kpop,frequency_latin,frequency_lofi,frequency_metal,frequency_pop,frequency_rnb,frequency_rock,anxiety,depression,insomnia,music_effects,streaming_service_Other,streaming_service_Spotify,streaming_service_YouTube Music,fav_genre_Country,fav_genre_EDM,fav_genre_Folk,fav_genre_Gospel,fav_genre_Hip-Hop,fav_genre_Jazz,fav_genre_K-Pop,fav_genre_Latin,fav_genre_Lofi,fav_genre_Metal,fav_genre_Pop,fav_genre_R&B,fav_genre_Rock
-0.3,0.0,1,1,1,120.0,2,0,2,1,0,3,2,3,3,2,1,3,3,2,7,8,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.4,-0.6666666666666666,1,0,1,80.0,3,1,1,1,0,2,2,0,0,1,3,3,1,2,7,6,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.0,-0.9166666666666666,1,0,0,60.0,2,1,0,1,2,0,0,0,2,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.9,-0.6666666666666666,0,1,0,60.0,2,1,0,0,3,1,0,0,0,0,0,0,0,1,6,2,8,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.3,-0.6666666666666666,1,0,0,116.0,1,1,2,2,0,1,2,0,0,0,2,0,1,2,4,5,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.2,0.6666666666666666,1,0,0,99.0,1,3,2,1,1,3,0,1,3,0,1,2,2,1,10,7,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5.3,-0.6666666666666666,0,0,0,129.0,1,3,0,2,2,0,1,0,2,0,0,3,2,2,4,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.5,-0.6666666666666666,1,0,0,131.0,2,0,0,0,0,3,0,0,0,0,0,3,2,2,7,6,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.7,1.3333333333333333,1,0,1,95.0,0,0,0,0,0,2,0,0,0,3,0,3,0,0,3,2,8,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.1,0.0,0,1,1,80.0,3,1,1,2,0,3,2,0,2,1,1,2,2,3,10,7,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.6,0.0,1,0,1,204.0,1,0,1,0,0,3,2,3,0,0,0,1,2,2,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.2,1.3333333333333333,1,0,0,128.0,2,1,0,1,0,0,2,0,0,0,1,0,0,3,7,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8,1.6666666666666667,1,0,0,140.0,1,2,3,2,0,2,1,0,0,1,2,0,0,3,6,7,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.3,-0.3333333333333333,1,0,1,159.0,0,1,3,2,3,0,0,0,0,1,3,1,0,2,7,6,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.3,-0.3333333333333333,1,0,1,104.0,1,1,1,1,1,3,1,1,2,1,2,3,3,3,6,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,-0.3333333333333333,1,0,1,97.0,2,0,0,2,0,1,1,1,0,1,0,3,1,3,10,10,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.2,-0.3333333333333333,1,0,1,80.0,1,0,1,0,0,2,2,3,0,2,0,2,3,2,7,6,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.4,0.3333333333333333,0,0,1,134.0,2,0,0,1,1,0,0,1,3,0,0,3,2,0,3,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.7,1.6666666666666667,1,0,1,40.0,1,1,1,2,1,2,2,1,1,3,1,3,2,3,8,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6,0.3333333333333333,1,0,1,135.0,1,0,0,0,0,2,1,2,0,2,0,1,0,1,7,6,6,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.9,-0.6666666666666666,0,0,1,129.0,2,1,0,2,0,0,2,0,0,0,0,1,1,2,3,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,0.6666666666666666,0,0,0,40.0,1,1,0,1,0,0,0,0,0,0,3,2,0,2,8,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3.9,-0.3333333333333333,1,0,0,40.0,1,2,0,0,0,0,0,0,0,0,2,1,2,3,7,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.2,-0.6666666666666666,0,0,0,110.0,0,3,0,0,0,1,0,0,0,0,0,2,0,1,5,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,0.6666666666666666,1,0,0,180.0,2,1,0,2,0,0,1,0,0,0,2,1,1,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.2,1.6666666666666667,1,0,1,70.0,2,2,1,1,0,0,1,0,1,1,0,2,1,2,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4.3,-0.3333333333333333,1,0,0,40.0,3,0,1,3,0,1,1,0,1,1,0,3,1,1,5,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,-0.3333333333333333,1,0,0,40.0,2,1,2,2,1,2,0,1,0,3,1,3,1,2,7,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3,-0.6666666666666666,1,0,0,103.0,2,0,3,3,1,2,2,1,1,3,1,2,1,3,10,10,7,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.2,1.6666666666666667,1,0,1,99.0,1,2,2,3,0,3,0,3,2,1,1,3,2,3,7,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.5,1.6666666666666667,1,0,1,117.0,2,1,1,2,0,2,2,1,1,1,2,2,2,2,6,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.1,-0.6666666666666666,0,0,1,102.0,1,0,3,0,0,2,0,1,1,3,1,3,0,0,5,9,6,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.2,-0.6666666666666666,1,1,0,127.0,3,0,0,1,1,2,2,1,1,3,0,2,2,1,7,5,7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.1,1.6666666666666667,1,0,1,93.0,1,2,1,3,0,2,3,1,2,3,0,2,1,2,7,6,7,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3.9,-0.3333333333333333,1,0,0,40.0,1,1,0,1,1,0,1,0,0,0,1,2,2,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.4,1.0,1,0,0,146.0,1,1,0,1,1,1,1,1,2,0,0,2,3,2,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.7,0.0,0,1,1,40.0,3,0,1,2,1,1,3,1,2,3,3,1,2,3,8,8,5,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.3,0.3333333333333333,1,1,0,150.0,3,0,3,0,0,0,1,0,0,1,0,2,0,1,8,7,10,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.1,-0.3333333333333333,1,0,0,85.0,1,0,0,0,0,1,0,0,0,0,0,2,1,2,2,4,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.5,0.0,1,1,0,122.0,3,1,0,1,0,0,1,1,0,1,1,2,0,0,7,3,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0.3333333333333333,0,0,1,40.0,1,2,3,2,0,1,0,0,0,0,1,3,3,2,8,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.5,-0.3333333333333333,0,0,1,120.0,2,0,2,2,1,0,3,0,1,1,1,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.1,-0.6666666666666666,1,0,0,120.0,0,0,2,0,0,1,2,3,1,1,0,3,2,1,8,6,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.6,-0.6666666666666666,1,0,1,150.0,0,1,2,0,0,2,1,0,0,3,2,2,1,3,4,2,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.6,-0.6666666666666666,0,0,0,40.0,2,2,0,2,2,2,2,0,2,0,2,2,2,2,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.6,-0.3333333333333333,1,1,0,174.0,2,0,0,1,3,0,2,0,1,0,0,2,2,1,6,4,10,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.1,1.3333333333333333,1,0,1,112.0,0,0,2,1,0,3,0,3,2,0,0,3,3,2,8,8,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.4,0.6666666666666666,1,0,1,180.0,0,0,2,0,0,2,0,3,1,1,0,3,3,1,5,5,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.2,0.0,1,0,0,121.0,0,3,0,1,2,0,0,0,0,0,1,3,0,3,10,8,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.9,-0.6666666666666666,0,0,0,98.0,2,2,0,0,0,3,2,1,1,0,1,3,2,3,0,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3,1.0,1,1,1,118.0,0,1,2,3,0,1,1,2,0,1,3,2,0,3,8,8,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.6,-0.3333333333333333,0,0,1,40.0,2,0,0,0,0,1,0,0,0,0,2,2,0,2,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.3,0.0,1,1,1,135.0,2,2,0,1,1,1,0,0,0,0,3,0,1,1,7,8,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.1,-0.5,1,0,0,40.0,1,3,2,0,0,2,2,2,1,0,0,2,0,2,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.6,0.3333333333333333,1,1,1,105.0,0,1,0,0,2,1,1,1,1,2,1,3,2,3,3,5,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.4,-0.3333333333333333,1,1,1,122.0,1,0,0,1,0,2,0,3,1,0,0,3,0,0,5,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.1,-0.3333333333333333,1,0,1,40.0,0,0,2,2,0,2,2,0,1,2,0,2,2,2,6,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.3,-0.3333333333333333,0,0,1,136.0,1,0,0,0,0,3,1,0,0,0,1,2,1,1,6,3,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.3,-0.6666666666666666,1,1,1,165.0,2,0,2,0,0,1,1,0,0,1,3,2,0,3,5,6,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.3,0.0,1,0,1,130.0,2,0,0,0,0,2,0,3,0,1,0,2,3,2,8,4,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.2,0.0,1,0,1,40.0,0,0,3,0,0,3,1,1,1,1,1,3,2,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.3,-0.3333333333333333,0,1,1,115.0,0,0,0,0,0,1,0,0,0,0,2,2,1,3,8,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.4,1.0,1,0,1,140.0,1,0,1,0,2,3,2,0,0,2,0,2,2,1,3,3,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.3,0.0,1,0,0,95.0,3,0,0,0,0,0,1,0,0,1,2,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.3,0.0,1,0,0,150.0,1,1,2,1,0,3,1,1,0,1,1,3,1,1,5,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.3,-0.3333333333333333,1,0,1,97.0,0,0,0,0,2,3,1,0,1,1,0,2,3,1,2,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1,-0.3333333333333333,1,0,0,40.0,2,1,1,0,3,1,2,1,1,1,0,1,0,0,4,6,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.3,-0.3333333333333333,1,0,1,40.0,2,1,2,0,0,1,2,1,0,2,0,3,1,2,5,7,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.2,0.0,1,0,1,122.0,2,1,1,2,1,2,1,1,1,1,1,2,1,3,4,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,0.3333333333333333,1,0,1,150.0,1,0,2,0,0,3,0,1,1,1,2,3,1,3,10,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.4,-0.3333333333333333,1,1,1,40.0,3,1,0,1,1,1,2,2,1,2,1,3,3,2,3,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.4,0.6666666666666666,1,1,1,125.0,2,2,1,0,0,2,0,1,0,1,2,2,0,3,8,7,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.3,-0.3333333333333333,1,0,0,96.0,2,1,0,0,0,2,1,0,0,3,1,3,3,3,3,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,-0.6666666666666666,1,0,1,40.0,1,1,2,1,0,3,1,3,1,1,2,3,2,3,4,5,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3,1.3333333333333333,1,0,1,137.0,2,1,1,3,0,1,1,0,1,2,1,3,1,3,10,10,8,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.5,0.0,1,1,0,174.0,1,0,2,0,0,1,2,3,2,2,0,3,1,0,10,2,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.3,0.0,0,1,1,210.0,0,0,0,1,0,2,3,0,1,0,3,1,2,2,9,6,8,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.3,0.3333333333333333,1,0,1,129.0,1,1,1,0,0,3,2,0,0,1,0,3,3,3,6,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.5,0.0,1,0,1,112.0,3,0,0,0,0,1,1,0,0,0,0,3,3,2,3,4,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.7,-0.6666666666666666,1,0,0,40.0,3,0,0,2,3,0,0,0,2,0,0,0,0,0,10,10,10,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.5,1.3333333333333333,1,0,1,250.0,0,1,2,1,0,1,1,0,0,0,3,2,0,1,4,8,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,-0.6666666666666666,0,0,1,81.0,0,0,0,0,1,3,0,0,0,0,0,3,3,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.2,0.3333333333333333,1,0,1,153.0,1,2,1,1,1,3,1,2,1,0,2,1,2,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8,0.3333333333333333,1,0,1,120.0,3,0,3,0,0,0,2,0,1,1,0,2,0,1,5,6,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.3,0.0,1,0,1,89.0,2,0,0,0,0,0,2,1,0,3,0,1,2,0,7,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.8,-0.3333333333333333,1,0,0,40.0,0,0,1,1,0,3,0,0,0,2,1,3,0,0,10,8,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.3,0.3333333333333333,1,1,1,169.0,1,2,3,0,1,3,1,2,2,2,1,2,3,1,3,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1,0.6666666666666666,1,0,1,138.0,0,0,3,0,0,3,0,0,0,3,0,3,3,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.2,1.0,1,0,0,124.0,2,1,1,1,3,2,1,2,3,1,1,3,2,2,6,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.8,-0.6666666666666666,1,0,1,40.0,0,0,2,0,0,1,2,0,0,2,1,1,1,2,4,3,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5,-0.6666666666666666,0,0,0,192.0,0,1,2,2,0,1,1,2,2,3,0,3,1,2,6,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.7,0.0,1,0,1,76.0,0,0,0,0,0,2,1,0,0,0,1,2,0,3,2,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6,-0.6666666666666666,1,0,1,119.0,1,1,1,0,1,2,1,3,0,2,0,3,2,2,8,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5,1.6666666666666667,0,0,0,172.0,0,2,2,3,0,3,1,3,0,0,2,2,3,3,8,10,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.8,-0.6666666666666666,0,1,0,79.0,1,0,0,1,2,0,1,0,1,0,0,1,1,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9,1.6666666666666667,1,1,1,112.0,2,2,0,1,0,2,2,0,2,2,1,2,2,3,8,6,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6,-0.6666666666666666,1,0,1,130.0,0,1,2,0,0,2,0,1,2,0,0,3,2,2,6,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.3,-0.6666666666666666,0,1,1,116.0,1,0,0,0,0,2,0,0,1,2,0,2,0,0,2,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2,2.3333333333333335,1,1,0,165.0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.3,2.3333333333333335,1,1,1,110.0,2,2,2,2,1,2,2,2,1,1,3,3,2,3,10,10,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.9,0.6666666666666666,1,0,1,174.0,2,2,2,2,0,3,1,1,2,1,2,3,2,3,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3,2.3333333333333335,1,0,1,180.0,2,0,0,1,0,0,0,0,0,1,2,2,0,3,7,9,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2,-0.3333333333333333,1,1,1,171.0,3,0,1,1,0,0,2,0,1,2,0,3,1,3,8,7,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5,1.0,1,0,0,40.0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,2,0,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8,-0.3333333333333333,1,0,1,70.0,1,0,3,0,0,3,1,1,2,2,0,3,3,0,10,7,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.5,0.0,1,0,0,120.0,0,0,0,0,0,3,0,3,0,0,0,3,2,0,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.3,1.6666666666666667,1,1,1,56.0,1,0,1,0,3,2,2,0,2,3,0,2,3,0,3,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,1.6666666666666667,1,0,1,162.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,5,9,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1,1.6666666666666667,1,0,1,101.0,0,0,0,1,0,2,0,0,0,0,2,1,1,3,7,6,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1,1.6666666666666667,1,1,1,110.0,2,0,2,1,1,1,2,0,0,0,3,1,1,3,10,7,8,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.4,3.0,1,1,1,172.0,3,0,1,1,2,3,0,1,3,1,2,1,0,3,0,3,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.3,1.0,1,0,1,90.0,1,0,3,0,0,2,1,3,3,3,0,3,3,1,0,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.3,0.3333333333333333,1,1,0,135.0,2,1,2,0,2,2,0,3,3,1,0,2,3,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3,1.6666666666666667,1,0,1,81.0,3,0,1,0,0,3,3,0,1,3,0,1,2,3,2,2,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,-0.3333333333333333,0,0,0,170.0,1,0,0,0,1,2,0,0,0,2,2,3,2,3,5,6,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.5,-0.6666666666666666,0,0,0,120.0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.3,-0.3333333333333333,1,1,1,90.0,0,0,0,0,2,3,0,0,0,2,0,2,3,0,5,4,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.5,0.0,1,1,1,115.0,1,0,1,0,0,3,3,3,0,2,0,3,3,3,2,7,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,-0.6666666666666666,1,0,1,40.0,3,3,1,2,1,2,2,0,0,3,1,2,0,2,0,6,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.2,-1.0,0,0,1,40.0,3,1,2,1,1,2,1,1,1,1,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.1,-0.3333333333333333,1,1,1,40.0,2,0,1,0,0,2,2,0,0,1,0,2,2,2,7,5,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,-0.9166666666666666,1,1,0,40.0,2,0,0,3,2,1,0,0,0,0,0,1,0,2,7,5,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.5,-0.3333333333333333,1,0,0,220.0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
