age,hours_per_day,while_working,instrumentalist,exploratory,tempo,frequency_classical,frequency_country,frequency_edm,frequency_folk,frequency_gospel,frequency_hiphop,frequency_jazz,frequency_kpop,frequency_latin,frequency_lofi,frequency_metal,frequency_pop,frequency_rnb,frequency_rock,anxiety,depression,insomnia,music_effects,streaming_service_Other,streaming_service_Spotify,streaming_service_YouTube Music,fav_genre_Country,fav_genre_EDM,fav_genre_Folk,fav_genre_Gospel,fav_genre_Hip-Hop,fav_genre_Jazz,fav_genre_K-Pop,fav_genre_Latin,fav_genre_Lofi,fav_genre_Metal,fav_genre_Pop,fav_genre_R&B,fav_genre_Rock
0.0,3.0,1,0,1,160.0,2,1,3,1,1,2,2,1,0,2,3,2,1,3,7,10,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.1,-0.6666666666666666,1,0,1,121.0,1,0,0,3,0,1,1,1,0,2,1,3,1,3,3,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,-0.6666666666666666,1,0,0,105.0,2,0,1,0,0,1,1,0,0,0,1,2,0,3,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,0.0,1,0,0,110.0,0,1,0,2,0,0,0,0,0,2,0,1,0,3,8,9,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.2,-0.3333333333333333,1,0,1,134.0,1,0,0,2,0,2,1,0,0,0,3,2,2,3,4,8,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.1,-0.3333333333333333,1,0,1,148.0,1,1,1,1,0,2,2,1,2,2,3,3,2,3,7,9,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.4,0.0,1,1,1,120.0,2,2,2,0,0,0,0,1,0,1,3,3,0,3,1,5,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3,-0.6666666666666666,0,0,1,122.0,1,0,2,1,0,0,2,1,0,1,1,2,1,2,3,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5,0.0,1,1,1,90.0,1,1,1,1,0,2,3,0,2,1,3,1,2,3,6,8,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.4,0.0,1,0,0,122.0,1,1,0,1,0,1,1,0,0,1,3,2,0,3,6,3,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.5,0.6666666666666666,1,1,1,129.0,2,0,0,1,0,1,2,0,0,1,3,2,0,3,7,4,8,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6,1.6666666666666667,1,0,1,132.0,0,0,1,0,0,2,0,0,0,0,3,3,3,2,2,6,9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.7,0.3333333333333333,1,0,1,178.0,1,2,2,1,0,3,0,0,3,2,1,3,1,2,8,5,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.7,0.6666666666666666,1,0,1,40.0,3,2,2,3,0,2,1,0,1,0,1,1,1,3,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.2,0.0,1,0,0,115.0,0,0,1,1,0,2,0,1,0,3,2,3,2,2,7,5,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,0.3333333333333333,1,0,1,137.0,2,3,1,3,0,2,0,0,0,1,2,3,2,3,4,8,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,-0.6666666666666666,1,1,0,92.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.6,0.3333333333333333,1,0,1,140.0,1,0,2,1,0,1,0,1,0,0,3,2,2,3,10,7,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.1,-0.6666666666666666,0,0,1,130.0,2,2,1,3,1,1,3,0,0,0,0,3,1,3,10,4,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,-0.3333333333333333,1,1,0,40.0,2,0,1,2,1,0,1,0,2,2,1,3,2,3,2,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.1,1.0,1,0,1,63.0,0,1,2,3,0,1,1,0,2,2,0,1,1,3,8,7,7,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.1,-0.3333333333333333,0,0,0,119.0,1,0,0,0,0,1,1,1,0,0,3,3,0,3,10,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,-0.6666666666666666,1,0,1,40.0,3,1,2,1,0,1,1,1,1,2,2,2,0,3,9,10,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.1,0.3333333333333333,1,1,1,180.0,1,2,0,0,0,0,1,0,0,0,3,0,0,3,5,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2.8,1.6666666666666667,1,1,0,68.0,3,0,0,0,0,0,1,0,0,0,1,1,0,1,4,8,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.1,-0.3333333333333333,1,0,1,85.0,2,1,0,0,1,1,0,2,2,1,3,3,2,3,7,8,5,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5,-0.3333333333333333,1,0,1,128.0,1,2,3,2,0,2,1,0,2,1,1,2,1,3,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.4,2.3333333333333335,1,0,1,150.0,1,2,1,1,0,3,0,3,1,2,3,3,2,3,10,3,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.9,-1.0,0,0,0,40.0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,10,10,10,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2,1.0,1,0,1,92.0,2,2,1,2,0,2,2,2,1,1,1,2,2,2,3,7,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.9,0.0,1,0,1,121.0,1,0,3,0,1,2,0,3,0,0,1,3,2,2,7,5,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,-0.3333333333333333,1,0,0,155.0,1,2,0,3,0,1,1,0,0,0,3,3,3,3,7,4,8,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.1,-0.9166666666666666,0,1,1,150.0,3,1,0,0,0,0,2,0,1,0,1,2,1,2,7,9,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.5,0.3333333333333333,1,0,1,250.0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,4,7,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.3,-0.3333333333333333,0,0,1,136.0,2,1,0,2,0,1,1,1,1,0,3,2,1,3,5,9,9,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,-0.3333333333333333,1,0,1,121.0,2,0,3,1,0,1,1,1,2,1,2,3,3,2,5,4,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.6,0.0,1,0,0,113.0,1,1,1,1,0,3,1,1,1,1,1,3,3,2,7,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.3,1.0,1,0,1,80.0,0,3,3,3,2,2,1,1,1,2,2,3,2,3,8,6,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.5,0.0,0,0,1,140.0,1,3,0,3,1,2,2,0,0,1,3,1,1,3,1,3,10,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.6,-0.3333333333333333,1,0,1,100.0,0,0,0,0,0,1,0,0,0,0,2,2,1,2,8,10,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,0.6666666666666666,1,1,1,92.0,2,1,1,3,0,3,3,0,1,1,2,2,2,3,4,7,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.2,0.3333333333333333,0,0,0,120.0,0,0,2,0,0,2,2,2,2,1,0,3,2,2,9,6,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1,0.3333333333333333,1,0,1,93.0,0,1,0,0,0,1,0,0,0,1,2,3,1,3,10,7,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.2,-1.0,0,0,0,40.0,1,0,0,0,0,1,0,0,0,0,0,2,1,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3,3.0,1,1,1,136.0,2,1,0,2,1,1,1,0,1,0,3,3,1,3,7,10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,-0.8333333333333334,0,0,0,108.0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,10,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,-0.6666666666666666,1,0,0,147.0,1,1,0,1,0,0,0,0,0,0,0,2,0,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2,0.0,1,0,1,93.0,3,0,0,3,0,3,3,0,1,3,1,3,3,2,3,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.1,3.0,0,0,1,98.0,0,2,1,2,2,2,2,1,0,0,2,3,2,3,7,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.4,0.3333333333333333,1,1,0,120.0,0,1,3,0,0,0,1,0,0,1,3,2,0,3,4,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.2,0.0,1,0,0,130.0,1,1,1,1,1,1,1,1,0,0,0,2,2,2,4,2,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1,-0.6666666666666666,1,0,1,218.0,2,2,2,2,0,1,0,3,1,0,3,1,1,3,6,8,7,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.3,0.3333333333333333,0,0,1,123.0,2,3,2,3,1,2,2,0,0,2,3,3,1,3,8,6,4,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.1,-0.3333333333333333,1,1,1,135.0,2,1,0,1,0,0,1,1,0,0,0,3,0,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6,0.0,1,0,1,105.0,1,0,3,1,0,1,1,0,0,3,3,1,1,3,8,7,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.6,0.0,1,1,0,132.0,2,0,0,0,0,0,0,0,0,1,3,0,0,3,4,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,-0.6666666666666666,1,0,1,40.0,1,1,2,2,0,0,0,0,1,3,1,3,1,3,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3,-0.3333333333333333,1,0,1,115.0,0,0,0,0,0,2,1,1,0,1,0,3,3,1,6,6,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.1,-0.6666666666666666,1,0,1,120.0,2,0,1,0,2,0,1,3,0,2,0,3,2,1,8,7,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,-0.8333333333333334,1,0,1,40.0,0,1,0,1,0,1,1,1,0,2,0,3,1,2,5,3,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.5,-0.3333333333333333,1,0,0,149.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,2.6666666666666665,1,1,1,125.0,1,1,2,1,1,3,2,1,1,3,3,3,2,3,5,6,6,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6,2.3333333333333335,1,1,1,132.0,3,0,0,3,1,1,3,1,1,2,2,2,2,2,6,10,8,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.4,0.6666666666666666,1,1,1,110.0,3,1,1,2,1,3,3,0,1,3,2,2,3,3,7,3,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,-0.5,1,1,1,110.0,3,1,3,3,2,2,3,0,1,2,1,3,1,2,4,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.4,-0.3333333333333333,1,0,1,116.0,3,2,0,3,2,1,3,0,2,2,0,3,1,2,9,4,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0,0,1,145.0,2,0,0,1,0,3,0,0,0,2,1,2,2,1,9,7,7,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.4,-0.3333333333333333,0,0,1,40.0,2,2,2,3,1,2,2,0,0,0,2,2,2,3,5,10,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.5,0.0,1,0,0,105.0,3,3,2,0,0,1,0,3,2,0,0,1,2,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.3,0.3333333333333333,0,0,1,80.0,1,0,1,0,2,3,0,3,0,1,0,3,3,0,8,7,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.3,-0.6666666666666666,0,0,0,100.0,0,0,1,0,0,3,0,3,0,2,0,2,2,1,5,1,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.3,0.6666666666666666,1,1,1,73.0,3,2,1,0,0,2,1,2,3,2,0,3,2,2,10,6,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.3,-0.3333333333333333,1,0,1,80.0,0,0,0,0,0,2,0,3,0,0,0,3,3,0,7,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.3,1.3333333333333333,1,0,1,40.0,3,1,0,0,1,3,3,1,0,2,0,2,2,1,3,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.3,-0.3333333333333333,1,0,1,40.0,1,0,1,0,0,2,1,1,0,2,0,2,1,0,5,8,7,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.3,-0.6666666666666666,1,0,0,120.0,2,2,1,1,1,2,2,1,1,3,0,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.3,-0.6666666666666666,0,1,0,117.0,3,0,2,0,0,2,1,0,0,0,0,2,0,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.3,0.3333333333333333,1,0,0,40.0,0,1,0,0,0,3,0,0,0,3,0,2,3,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.1,1.0,1,0,1,89.0,1,0,0,1,0,2,0,2,2,2,0,3,3,0,4,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.2,0.0,1,0,1,115.0,2,0,1,0,0,3,1,1,0,2,0,3,3,0,3,8,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.4,0.3333333333333333,1,0,1,144.0,2,0,0,0,0,3,0,0,0,3,0,2,0,0,7,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2,0.3333333333333333,1,0,1,105.0,1,1,3,1,1,1,1,1,0,3,2,2,2,2,10,8,10,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.3,-0.6666666666666666,1,1,1,114.0,0,1,0,2,1,1,0,2,0,2,0,3,1,2,7,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.2,-0.3333333333333333,1,1,1,145.0,1,0,2,0,0,0,0,2,0,0,1,3,0,2,5,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.5,4.333333333333333,1,1,0,143.0,0,0,1,1,0,3,2,0,0,1,1,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.1,0.6666666666666666,1,1,1,128.0,3,2,0,2,0,3,1,3,3,3,0,3,3,3,10,6,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.5,0.0,0,1,1,90.0,1,0,0,1,0,2,2,0,2,0,0,0,2,3,7,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.4,0.3333333333333333,1,1,1,110.0,2,3,0,0,0,1,2,3,1,2,0,3,1,2,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.5,2.0,1,0,0,130.0,1,0,0,1,0,0,0,1,1,0,3,2,1,3,10,10,10,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.1,-0.6666666666666666,1,0,0,40.0,2,1,1,1,1,2,1,0,0,1,1,3,1,1,8,9,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9,-0.6666666666666666,1,1,1,115.0,2,1,1,1,1,1,1,2,0,2,2,3,1,3,9,7,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.6,-0.3333333333333333,1,0,1,186.0,2,2,0,2,0,1,2,0,0,0,1,2,1,2,6,4,5,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.3,-0.5,0,0,0,99.0,1,3,0,3,1,2,0,0,0,0,0,1,1,2,8,5,9,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,-0.3333333333333333,1,1,1,150.0,0,1,1,0,0,0,0,0,0,0,3,1,0,3,3,7,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.2,0.3333333333333333,1,1,1,149.0,2,2,0,1,0,0,0,0,0,2,0,3,0,0,9,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2,-0.6666666666666666,1,1,1,40.0,1,1,2,2,0,2,1,1,0,2,2,3,2,3,8,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,-0.6666666666666666,0,0,1,120.0,2,3,2,1,0,1,0,0,0,0,1,2,0,2,4,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.3,0.0,1,0,1,140.0,2,0,0,0,0,1,2,0,0,1,1,1,1,2,6,5,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.4,0.3333333333333333,1,1,1,90.0,2,1,1,2,0,3,3,0,2,3,1,3,3,2,7,8,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.5,1.6666666666666667,1,1,1,120.0,3,0,1,2,0,0,1,1,1,1,1,2,1,3,8,9,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.2,0.6666666666666666,1,0,1,210.0,0,0,3,0,0,1,0,0,0,0,3,1,0,3,8,6,7,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2,0.0,1,0,0,40.0,0,0,0,1,0,0,2,0,0,1,0,2,1,3,10,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.4,1.6666666666666667,1,0,1,95.0,1,0,3,0,0,2,1,0,0,3,0,3,0,1,5,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8,-0.6666666666666666,0,0,1,163.0,2,3,0,2,2,2,1,0,1,0,1,2,1,3,9,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.3333333333333333,1,1,0,97.0,1,2,0,2,2,1,2,0,0,0,0,2,2,2,4,6,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.4,-0.6666666666666666,0,0,1,137.0,2,0,0,1,0,1,1,1,2,1,3,2,0,3,9,8,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2,-0.3333333333333333,0,0,1,40.0,1,0,1,1,0,2,0,1,1,1,3,2,2,3,5,7,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.4,-0.6666666666666666,1,1,1,70.0,1,0,1,2,0,0,0,0,3,3,3,2,0,3,8,3,9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1,0.0,1,0,1,150.0,1,1,2,2,0,1,2,1,1,1,2,3,1,2,10,10,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.4,0.6666666666666666,1,0,1,168.0,1,2,3,0,2,3,0,2,0,2,1,3,3,1,7,7,5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.2,0.6666666666666666,1,1,1,163.0,3,2,1,0,1,1,1,3,2,3,1,3,1,2,10,8,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.2,0.3333333333333333,1,0,1,140.0,2,1,2,0,0,2,2,1,1,2,2,3,2,2,8,6,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.5,1.0,1,0,1,105.0,1,1,2,1,0,3,2,3,3,1,0,3,3,0,10,7,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.2,1.0,1,0,1,78.0,1,1,1,0,0,2,2,2,1,2,0,3,1,1,6,6,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.8,-0.6666666666666666,1,0,1,128.0,1,2,0,1,0,3,1,1,1,3,3,3,0,2,10,10,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.3,4.333333333333333,1,0,1,90.0,2,1,3,0,1,2,2,0,0,2,2,1,2,2,9,8,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5,-0.6666666666666666,1,0,1,136.0,2,1,2,3,0,0,1,0,0,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.7,1.3333333333333333,1,1,1,108.0,1,3,2,2,3,2,0,0,0,1,2,3,2,3,7,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,-0.8333333333333334,0,0,1,95.0,0,1,2,0,0,2,1,2,0,3,0,3,2,3,6,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,-0.3333333333333333,1,0,1,147.0,2,0,2,1,0,0,2,3,0,2,1,2,3,2,7,6,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.4,-0.3333333333333333,1,1,1,120.0,3,1,0,2,0,2,1,0,2,1,1,3,0,3,7,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.3,-0.6666666666666666,1,1,1,160.0,1,1,0,0,0,0,1,0,0,1,0,3,0,2,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.2,1.0,1,0,1,120.0,1,2,2,1,1,3,1,1,1,2,1,2,2,1,2,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.2,0.6666666666666666,1,1,0,170.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8,-0.3333333333333333,1,0,1,98.0,2,1,3,2,1,3,3,2,0,1,0,2,3,3,2,2,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
